Prod Numb,Product Code,Description,Actv,Allerg 1,Allerg 2,Allerg 3,Allerg 4,Allerg 5,Allerg 6,Allerg 7,Allerg 8,Allerg 9
="20279",PESSNOWPEA,SNOW PEAS                           2 LB,Y
="20280",BEAGRNSS612,GREEN BEAN SOUTHERN SELECTS      6/12 OZ,N
="20281",BEAGRN5#,GREEN BEANS                         5 LB,Y
="20282",BEAGRN25#,GREEN BEANS                        25 LB,Y
="20283",BEAGRNBEAN,GREEN BEANS                        25 LB,N
="20284",BEAGRNLC13LB,LOCAL GREEN BEANS                  11 LB,N
="20285",BEAGRNKOWALS,LOCAL GREEN BEANS                  25 LB,N
="20286",BEAWIGRWNBEA,GREEN BEANS GUSSET BAGS 8ct     10.75 LB,N
="20287",BEANSLOCAL25,F2S BEANS GREEN BULK               25 LB,N
="20288",GRNBNFR6,FRENCH GREEN BEAN CLEANED         3/2 LB,N
="20289",BEAWRPPK5,GREEN BEAN PICK 5                 8/8 OZ,N
="20290",BEALOCGRN25,LOCAL GREEN BEANS UN/VV            25 LB,N
="20291",KOHGRLOC12CT,LOCAL GREEN KOHLRABI BUNCHED       12 CT,N
="20292",BEAYELWAXBUS,LOCAL YELLOW BEANS                 25 LB,N
="20293",CABGREENVV&U,LOCAL GREEN CABBAGE UN/VV          50 LB,N
="20295",BEANS-1BAG,LOCAL GREEN BEANS 1/2 BUSHEL       13 LB,N
="20296",BEAGRN1212,GREEN BEANS BAGGED              12/12 OZ,N
="20297",BEANCRANBE15,BEANS CRANBERRY                   15 LBS,Y
="20299",BEANGLBN6/12,GREEN BEANS                      8/12 OZ,N
="20300",BEAGR2/5GL,BEAN GREEN RTU 2/5#                 2 EA,N
="20302",CABBRUGARLIC,BRUSSELS BITES GARLIC/BACON    9/13.9 OZ,Y
="20303",CABBBRUSBBQC,BRUSSELS BITES BBQ/CHEDDER     9/13.9 OZ,Y
="20304",BEAN/PEPPERO,GREEN BEAN/SWEET PEPPER PERO     6/10 OZ,N
="20305",SPF2SGREENBE,SPF2S BEANS GREEN BULK             20 LB,N
="20306",BEAPERORGAN,ORG GREEN BEAN BAG               6/12 OZ,Y
="20307",BEAYELLSNIPD,YELLOW BEANS ORGANIC             6/10 OZ,N
="20308",GRBEAN10#,BEANS GREEN                        10 LB,Y
="20312",BEAMLSEDAMAM,MLS EDAMAME SHELLED              12/6 OZ,N
="20313",BEAMLSSHLEDA,MLS EDAMAME IN SHELL             12/6 OZ,N
="20315",GINBLKCOS10/,GINGER ROOT COSTCO 10/3LB        10/3 LB,Y
="20318",BEACHICKPEA,CHICK PEAS                         15 LB,N
="20319",SPRBRCLHV4/5,CABBAGE BRUSSEL SPROUT HLVS TR    4/5 LB,N
="20323",SPRBRUSS5#,BRUSSELS SPROUTS                    5 LB,Y
="20324",SPRF2SBRUSSP,BRUSSELS SPROUTS F2S                5 LB,N
="20325",SPRBRUSS10#,BRUSSELS SPROUTS                   10 LB,Y
="20326",SPRF2SBRUS25,F2S CABBAGE BRUSSELS SPRTS BLK     25 LB,N
="20327",SPRTRMCLN2/5,BRUSSELS SPROUTS PURPLE            25 LB,N
="20328",SPRBRUS001,FBX BRUSSELS SPROUTS             24/8 OZ,N
="20329",SPRBRUTRAY,BRUSSELS SPROUTS TRAY WRP         6/1 LB,Y
="20330",SPRBRUSS25#,BRUSSEL SPROUTS                    25 LB,Y
="20331",SPRBRSTKPLT,BRUSSELS SPROUTS ON-THE-STALK       3 CT,N
="20332",SPRBRUSSTALK,BRUSSELS SPROUTS ON-THE-STALK      12 CT,N
="20333",SPRBRUPUR,BRUSSELS SPROUTS ICELESS           25 LB,N
="20334",F2SBRUSSELS5,F2S CABBAGE BRUSSELS SPRTS BLK      5 LB,N
="20335",SPF2SBRUSSEL,SPF2S CABBAGE BRUSSELS SPRTS       25 LB,N
="20336",BRUSPRT25LB,BRUSSELS SPROUTS JUMBO             25 LB,N
="20337",BRUSPRTS,SWEETGREEN BRUSSELS SPROUTS        10 LB,N
="20338",CABBRSS25LB,BRUSSELS SPROUTS O.M.              25 LB,Y
="20339",CABSPRBRSTLK,CABBAGE BRUS SPRT ON THE STALK     18 CT,N
="20340",CABBBYBK5LB,BABY BOKCHOY                        5 LB,Y
="20341",CABBYBOKCH20,BABY BOK CHOY                      30 LB,Y
="20342",CABBOKBABY10,BOK CHOY BABY                      10 LB,Y
="20348",CABBKCHYWRAP,BOK CHOY WRAPPED                    3 CT,N
="20349",CABBKCHO3EA,BOK CHOY                           10 LB,Y
="20350",CABBKCHO30#,BOK CHOY                           30 LB,Y
="20352",CABBKCH10#,BOK CHOY                           10 LB,N
="20353",COCOORGWAT16,HARMLESS ORG COCONUT WATER      12/16 OZ,N
="20354",COCOORGWAT32,HARMLESS ORG COCONUT WATER       6/32 OZ,N
="20355",CABBKCHO80#,BOK CHOY                           50 LB,N
="20358",CABNAPWRAP,NAPA CABBAGE WRAPPED                3 CT,N
="20359",CABNAPPA3EA,CABBAGE NAPA                       10 LB,Y
="20360",CABNAPPA30#,CABBAGE NAPA                       30 LB,Y
="20365",CABNAPPA80#,NAPA CABBAGE 21CT                  50 LB,N
="20366",CABNAPPA5LB,CABBAGE NAPA                        5 LB,Y
="20367",CABNAPPA10#,NAPA CABBAGE                       10 LB,Y
="20368",CABRADIC12CT,LETTUCE RADICCHIO                  12 CT,Y
="20369",CABRADICO9CT,RADICCHIO                           9 CT,N
="20374",CABRADCH3EA,RADICCHIO                           3 CT,Y
="20376",CABSAVOY10LB,CABBAGE SAVOY                      10 LB,Y
="20377",CABRD3CT001,RED CABBAGE                         3 CT,N
="20378",CABSAVOY40LB,CABBAGE SAVOY                      40 LB,Y
="20379",CABLOCKRAUT,LOCAL GREEN CABBAGE COLORADO       50 LB,N
="20380",CABGREENCTN,CABBAGE GREEN                     50 LBS,Y
="20381",CABGREEN20#,GREEN CABBAGE LOCAL                20 LB,N
="20382",CABGREEN10#,CABBAGE GREEN                      10 LB,Y
="20383",CABGREEN25#,GREEN CABBAGE                      25 LB,Y
="20384",CABGRNBIN750,CABBAGE GREEN BIN                 750 LB,N
="20385",CABKRAUT50#,CABBAGE GREEN JUMBO                50 LB,Y
="20386",CABBAGE3CT,CABBAGE GREEN                       3 CT,Y
="20388",CABF2SBIN,F2S CABBAGE GREEN BULK            600 LB,N
="20389",CABF2SGREEN,F2S CABBAGE GREEN BULK             45 LB,N
="20390",CABMICHGREEN,LOCAL WISC. GREEN CABBAGE          50 LB,N
="20391",CABF2SREDCAB,F2S CABBAGE RED BULK               40 LB,N
="20392",CABMICHREDCT,LOCAL WISC. RED CABBAGE            50 LB,N
="20393",CABGRNBIN,GREEN CABBAGE BIN 600 LB          180 CT,N
="20394",CABRED10#,CABBAGE RED                        10 LB,Y
="20395",CABREDCTN,CABBAGE RED                        50 LB,Y
="20396",CABRDBN50,LOCAL RED CABBAGE COLORADO         50 LB,N
="20397",CABBINJUMBO,GREEN CABBAGE JUMBO               900 LB,N
="20398",CABGREBIN001,GREEN CABBAGE BIN CORED           900 LB,N
="20399",CABLOCBINJUM,GREEN CABBAGE JUMBO               900 LB,Y
="20400",CABGREEN61,GREEN CABBAGE                      6/1CT,Y
="20401",CRANHABELMAN,CRANBERRIES MESH BAG            24/12 OZ,N
="20402",TOFUSPAGHETI,TOFU SHIRATAKI SPAGHETTI         12/8 OZ,N
="20403",TOFUCUTTERIY,TOFU CUTLET TERIYAKI              6/6 OZ,N
="20404",TOFUETTUCCI,TOFU SHIRATAKI FETTUCCINE        12/8 OZ,N
="20405",TOFUCUTGARLI,TOFU CUTLET GARLIC                6/6 OZ,N
="20406",TOFUANGELHR,TOFU SHIRATAKI ANGEL HAIR        12/8 OZ,N
="20407",TOFUTRADSHIR,TOFU SHIRATAKI TRADITIONAL       12/8 OZ,N
="20408",TOFUMACARONI,TOFU SHIRATAKI MACARONI          12/8 OZ,N
="20409",TOFUWOKGARL,TOFU WOK ME UP GARLIC          6/11.5 OZ,N
="20410",CRANWEATHBY,CRANBERRIES POLY BAG            24/12 OZ,N
="20411",TOFUWOKMESWT,TOFU WOK ME UP SWEET TERIYAKI  6/11.5 OZ,N
="20412",TOFURAMENTON,TOFU SHIRATAKI RAMEN TONKOTSU 10/16.8 OZ,N
="20415",CRANCRANE12Z,FBX CRANBERRIES                 24/12 OZ,N
="20416",CRANBERRIES,SWEETGREEN CRANBERRIES           12/1 PT,N
="20427",TOFSHIRAMACA,HF MACARONI SHIRATAKE NOODLE     12/8 OZ,N
="20428",TOFSMSPAGHET,SMART NOODLE SPAGHETTI           12/8 OZ,N
="20429",TOFSMFETTUCI,SMART NOODLE FETTUCINE           12/8 OZ,N
="20445",WINGHINEGG,WING HING EGGROLL WRAP           6/16 OZ,N
="20446",WINGHINWONT,WING HING WONTON WRAP            6/12 OZ,N
="20452",DRAGONFRMEL,MLS DRAGON FRUIT RED 7-12CT        10 LB,Y
="20454",EGGROLL3EA,EGGROLL SKINS                     3/1 LB,Y
="20455",EGGROLL12/1#,EGGROLL SKINS                    12/1 LB,Y
="20456",MSIPOTSTICSP,MLS POTSTICKER WRAPS             3/12 OZ,N
="20457",WONTONROUND,POTSTICKER WRAPS                12/10 OZ,Y
="20458",WONTON14,WONTON SKINS                     12/1 LB,N
="20459",WONTON3EA,WONTON SKINS                      3/1 LB,Y
="20460",WONTON12/1#,WONTON SKINS                     12/1 LB,Y
="20461",MLSSFTER1LB,MLS TERIYAKI STIR FRY NOODLE   12/7.7 OZ,Y
="20462",MLSSFSGIN8OZ,MLS SOY GINGER STIR FRY        12/7.7 OZ,N
="20463",MLSSFHS8OZ,MLS HOT & SPICY STIR FRY       12/7.7 OZ,N
="20465",WONSQUAREHF,WONTON WRAPPERS                 12/14 OZ,N
="20468",MLSJACKFRPOD,MLS JACKFRUIT PODS                8/8 OZ,Y
="20469",TOFBLFR3EA,FIRM TOFU MORI NU              3/12.3 OZ,N
="20470",TOFBLFR24PK,FIRM TOFU MORI NU             12/12.3 OZ,N
="20474",TOFRDFOF3EA,SOFT TOFU MORI NU              3/12.3 OZ,N
="20475",TOFRDSOF24PK,SOFT TOFU MORI NU             12/12.3 OZ,N
="20479",TOFYELXFR3EA,EXTRA FIRM TOFU MORI NU        3/12.3 OZ,N
="20480",TOFYELXFR24P,EXTRA FIRM TOFU MORI NU       12/12.3 OZ,N
="20484",TOFGRLTFR3EA,LITE FIRM TOFU MORI NU         3/12.3 OZ,N
="20485",TOFGRLTFR24P,LITE FIRM TOFU MORI NU        12/12.3 OZ,N
="20486",MNTOFXFRM14O,MN EXTRA FIRM TOFU              12/14 OZ,Y
="20487",MNTOFFRM14OZ,MN FIRM TOFU                    12/14 OZ,Y
="20488",MNTOFREG14OZ,MN REGULAR TOFU                 12/14 OZ,Y
="20489",MNTOFSOF14OZ,MN SOFT TOFU                    12/14 OZ,Y
="20490",MNTOFXSOF14O,*MN EXTRA SOFT TOFU             12/14 OZ,N
="20491",MNEXMTOFUSP,MN EXTRA FIRM TOFU SPLIT         6/14 OZ,Y
="20492",TOORGFIRMSPL,HF FIRM ORG TOFU                 3/14 OZ,Y
="20493",TOORGFIRMHF,TOFU ORGANIC FIRM HF            12/14 OZ,Y
="20494",TOFORGXFIRSP,HF X-FIRM ORG TOFU               3/12 OZ,Y
="20495",TOFORGX-FIRM,HF X-FIRM ORG TOFU              12/12 OZ,Y
="20496",TOFORGSO-SPL,HF SOFT ORG TOFU                 3/14 OZ,N
="20497",MSIORGTOFSF,MLS ORGANIC TOFU SUP FIRM         6/1 LB,N
="20498",TOFORMEFMSP,HF MED FIRM ORG TOFU             3/14 OZ,N
="20499",MNTOFFRM6SPL,MN FIRM TOFU SPLIT               6/14 OZ,Y
="20500",TOFUSFTSPLIT,HF GREEN SOFT TOFU               6/14 OZ,Y
="20501",TOFKINOSFT,HF GREEN SOFT TOFU              12/14 OZ,Y
="20502",MNTOFREG6SPL,MN REG TOFU SPLIT                6/14 OZ,Y
="20503",MNTOFSOF6SPL,MN SOFT TOFU SPLIT               6/14 OZ,Y
="20504",TOFREGSPLIT,HF BLUE REG TOFU                 6/14 OZ,Y
="20505",TOFKINOREG,HF BLUE REG TOFU                12/14 OZ,Y
="20509",TOFXFIRMSPLI,HF PURPLE X-FIRM TOFU            6/12 OZ,Y
="20510",TOFKINOXFIRM,HF PURPLE X-FIRM TOFU           12/12 OZ,Y
="20511",TOFHONREDEAC,HF RED FIRM TOFU                 6/14 OZ,Y
="20512",TOFHONREDFIR,HF RED FIRM TOFU                12/14 OZ,Y
="20513",MSIORGFIRSP,*3 EA ORG FIRM TOFU 14 OZ      3CT SPLIT,N
="20514",MSIORGTOFFRM,MLS FIRM ORG TOFU               12/14 OZ,N
="20515",MSIORXFIRSP,*3 EA ORG X-FIRM TOFU 14 OZ    3CT SPLIT,N
="20516",MSIORGTOFXF,MLS X-FIRM ORG TOFU             12/14 OZ,N
="20517",MSIORSFTTOSP,* 3 EA ORG SOFT TOFU 18 OZ     3CT SPLIT,N
="20518",MSIORTOFUSFT,MLS CAROB POD                    12/8 OZ,N
="20520",KIMCHEEMILD,MLS KIMCHI MILD                 12/14 OZ,N
="20522",KIMMLSCHIMLD,KIMCHI MILD                     12/14 OZ,N
="20524",KIMMLSCHIHOT,KIMCHI HOT                      12/14 OZ,N
="20525",KIMCHEEHOT,MLS KIMCHI HOT                  12/14 OZ,N
="20526",HOUFOKIMCHHO,HF KIMCHI HOT                 6/10.58 OZ,N
="20527",MLSJACFRUIT,JACKFRUIT 41LB                    2-3 CT,Y
="20528",MSICRYGING3,MLS GINGER CRYSTALIZED           12/3 OZ,Y
="20532",COCONYOUNG9,"COCONUTS, YOUNG                     9 CT",Y
="20540",KIWANOMELON,KIWANO MELONS                   11-12 CT,Y
="20545",MLSFLIM6,FINGER LIMES                        8 OZ,Y
="20550",KIMCHIYONFOO,KIMCHI YON'S FOODS              12/32 OZ,Y
="20551",KIMCHIYONFOD,KIMCHI YON'S FOODS              12/16 OZ,Y
="20552",ORIYOUBETMIL,YOU BETCHA MILD KIMCHI          12/16 OZ,Y
="20553",ORIYOUBETMED,YOU BETCHA MED KIMCHI           12/16 OZ,N
="20554",ORIYOUBETHOT,YOU BETCHA HOT KIMCHI           12/16 OZ,Y
="20555",ORIMLDKIMCHI,KIMCHI-MN YOU BECHA MILD         6/16 OZ,Y
="20556",ORIMDKIMCHI,KIMCHI-A YOU BETCHA MEDIUM       6/16 OZ,Y
="20557",ORIHTKIMCHI,KIMCHI-UFFDA YOU BETCHA HOT      6/16 OZ,Y
="20578",MSICOCOMALA,COCO MALANGA                       45 LB,N
="20582",MSIREDCACPEA,MLS CACTUS PEARS-RED            18-20 CT,Y
="20584",MSISAPOTE10,PEARL ONIONS MIXED               8/40 OZ,N
="20590",MSIPOLENTAST,MLS ORG POLENTA ASSTD           12/16 OZ,Y
="20599",MLSCREPE5OZ,FRIEDA'S CREPES                  12/5 OZ,N
="20600",MSICREPES,MLS CREPES                      12/10 CT,Y
="20601",MLSCACUSLEAV,CACTUS LEAVES                      35 LB,N
="20602",MLSBITTRMELO,MLS BITTER MELON                   10 LB,N
="20603",MLSASSTBYSQU,MLS ASSORTED BABY SQUASH         10/1 LB,N
="20604",MLSBANALEAVE,MLS BANANA LEAVES                  10 LB,Y
="20605",CARSTICK2/5,CARROT STICKS                     2/5 LB,N
="20606",HERCACLEA10,CACTUS LEAVES CLND&TRMD            10 LB,Y
="20616",MSIPOTDUTCH,MLS POTATO DUTCH YELLOW         12/24 OZ,Y
="20623",MSIINSHLEDSP,6 EA MLS EDAMAME 12 OZ         6CT SPLIT,N
="20624",MSIEDANAME,MLS R/W/B POTATOES              24/24 OZ,N
="20625",MSISHLEDAMSP,6 EA EDAMAME SHELLED 10 OZ     6CT SPLIT,N
="20626",MSIEDAMSHELE,MLS RUBY GOLD POTATOES          12/24 OZ,N
="20632",MSISOYCHEDSL,SOY CHEDDAR SLICES-LISANATTI     12/8 OZ,N
="20633",MSISOYCHED,SOY CHEDDAR SHREDS-LISANATTI     12/8 OZ,N
="20636",MSISOYMOZZSL,SOY SWISS SLICES LISANATTI       12/8 OZ,N
="20637",MSISOYMOZZ,SOY MOZZ SHREDS-LISANATTI        12/8 OZ,N
="20660",CALBCRISPORG,ORGINAL SNAPEA CALBEE          12/3.3 OZ,N
="20661",ONIPRL5PLD,ONION WHITE PEARL PLD 5#            5 LB,Y
="20679",MSIGLDPEASPL,GOLD PEARL ONION                 6/10 OZ,N
="20680",MSIGOLDPRLON,GOLD PEARL ONION                12/10 OZ,N
="20681",MSIREDPRLOSP,RED PEARL ONION                  6/10 OZ,N
="20682",MSIREDPRLONI,RED PEARL ONION                 12/10 OZ,N
="20683",MSIWHPRLONSP,WHITE PEARL ONION                6/10 OZ,N
="20684",MSIWHTPEONIO,WHITE PEARL ONIONS              12/10 OZ,N
="20685",MSIGLBOONSPL,MLS GOLD BOILER ONION              25 LB,Y
="20686",MSIGOLDBOIL,MLS GOLD BOILER ONION            12/7 OZ,N
="20687",MSIWHBOONSPL,MLS WHITE BOILER ONION          12/16 OZ,N
="20688",MSIWHTBOILON,MLS WHITE BOILER ONION           12/8 OZ,N
="20689",MSRDBOILONIO,MLS RED BOILER ONION             12/7 OZ,N
="20691",NEGITOKYO24,TOKYO NEGI                         24 CT,N
="20695",MSIELEGARLIC,MLS ELEPHANT GARLIC              12/3 OZ,Y
="20696",MSISPTPLDGAR,PEELED GARLIC                     6/6 OZ,Y
="20697",MSIGARPEELBG,PEELED GARLIC                    12/6 OZ,Y
="20698",MSICIPOLI8OZ,MLS PEELED CIPOLLINE ONIONS      12/6 OZ,N
="20699",TUMERIROOT8,MLS TURMERIC ROOT                 6/8 OZ,Y
="20700",MLSORGGARPEE,ORG BULB GARLIC                  24/3 OZ,N
="20718",MLSWHTPRLON,MLS WHITE PEARL ONION             6/8 OZ,Y
="20719",MLSGLDPRLON,MLS GOLD PEARL ONION              6/8 OZ,Y
="20720",MLSCSPRGLONI,MLS GOLD PEARL ONION CLAM        12/8 OZ,Y
="20721",MLSCSPLWHONI,MLS WHITE PEARL ONION CLAM       12/8 OZ,Y
="20722",MLSCSPLRDONI,MLS RED PEARL ONION CLAM         12/8 OZ,Y
="20723",MLSCSPLASSOR,MLS CLAM PRL ONION ASSTD         12/8 OZ,N
="20724",MLSCSSHALLO,MLS CLAMSHELL SHALLOTS           12/3 OZ,N
="20725",MLSCSCIPONIO,MLS CLAMSHELL CIPOLLINE ONION   12/16 OZ,Y
="20726",MLSFINMEDPOT,MLS FINGERLING MEDLEY POTATO    12/24 OZ,Y
="20727",MLSGEMSTNPOT,MLS GEMSTONE POTATO             12/24 OZ,N
="20728",MLSBYPURPPOT,POTATO BAKER BABY               12/24 OZ,Y
="20729",MLSGRNDGINGE,MLS GROUND GINGER             12/1.06 OZ,N
="20730",MLSORGBYGARY,MLS ORG BABY GARNET YAMS         6/12 OZ,N
="20731",MLSORGJAPYAM,MLS ORG JAPANESE YAMS           12/16 OZ,N
="20732",MLSORGBBYJEW,MLS ORG BABY JEWEL YAMS         12/16 OZ,N
="20733",MLSORGBBYSWP,MLS ORG BABY SWEET POTATOES     12/16 OZ,N
="20734",MLSORGWHTGRS,MLS ORG WHEAT GRASS                 5 LB,N
="20735",MLSCRNHUSK12,CORN HUSKS                       12/8 OZ,Y
="20744",ONIFRPEARLRE,FRIEDA PEARL RED ONION CLAMSHE   12/8 OZ,N
="20745",ONIFRASSTPEA,MLS CLAM PEARL ONION ASSTD       12/8 OZ,N
="20746",ONIFRGOLDPEA,FRIEDA PEARL GOLD ONION CLAMSH   12/8 OZ,N
="20748",DRIFRBASPEST,BASIL PESTO JAR CHRISTOPHER RA   12/8 OZ,N
="20749",ORGFRBEETCOO,ORGANIC BEETS COOKED             12/8 OZ,N
="20751",ORGFRPOLENVA,FRIEDA'S VARIETY ORG POLENTA    12/16 OZ,N
="20753",MELFRPEPINOM,PEPINO MELON 16 CT                  6 LB,N
="20757",CAUCARN6/8,CAULIFLOWER CARNIVAL 6/8CT          6 CT,N
="20758",CAUFRCOLORED,COLORED CAULIFLOWER                 2 CT,N
="20760",MLSFRNOSHITA,MLS NOODLE SHIRATAKI TRADI       12/8 OZ,N
="20761",PERFRPERSIMM,FRIEDA FUYU PERSIMMON              18 CT,N
="20768",PEPFRDRIHABA,DRIED HABANERO                12/0.25 OZ,N
="20772",FRUDONCHICKN,MLS UDON ORINGINAL-RED           12/7 OZ,N
="20773",PEPFRCARREAP,CAROLINA REAPER PEPPER           8/50 GM,N
="20774",ORGSWPOTBMIX,FRIEDAS ORG SWT POT B MIX        18/1 LB,N
="20780",MSIROMTOMJAR,MLS ROMA TOMATO JAR            12/8.5 OZ,N
="20781",MSITOMPESTO,MLS TOMATO PESTO               12/8.5 OZ,N
="20783",MSIBASPESTO,MLS BASIL PESTO JAR            12/7.5 OZ,Y
="20784",MSIRSTREDPEP,MLS RED PEPPER RSTD JAR       12/15.5 OZ,N
="20785",MLSENJOYPEPP,MLS ENJOYA PEPPERS                 11 LB,N
="20786",ORGMLSDRICOC,MLS ORG DRINKING COCONUT           18 CT,N
="20809",MSIPLSBEET8O,MLS BEETS PLD/STMD               12/8 OZ,Y
="20810",MSIREDBEETS,BEETS BABY ORG PLD/STMD MLS      12/8 OZ,N
="20811",MSISTLENTIL,MLS LENTILS STEAMED              12/9 OZ,N
="20813",MSISTMFAVA,MLS BEANS FAVA STEAMED         12/8.8 OZ,N
="20816",MLSCLSNACOCO,MLS CLEAN SNAX COCONUT           12/7 OZ,N
="20817",MLSCLSNQUINO,MLS CLEAN SNAX QUINOA            12/5 OZ,N
="20818",MLSCLSNCRANB,MLS CLEAN SNAX CRANBERRY       12/6.5 OZ,N
="20819",MLSCLSNPUMPK,MLS CLEAN SNAX PUMPKIN SE      12/6.5 OZ,N
="20820",MLSCLSNALMON,MLS CLEAN SNAX ALMOND          12/6.5 OZ,N
="20821",MLSORGGAR122,MLS CLEAN SNAX CHILE LIME      12/6.5 OZ,N
="20822",MLSCLSNCARCA,MLS CLEAN SNAX HATCH CHILE     12/6.5 OZ,N
="20823",MLSCLSNMATCA,MLS CLEAN SNAX MATCHA          12/6.5 OZ,N
="20824",MLSCLSNPARPA,MLS CLEAN SNAX PARTY PACK       12/20 OZ,N
="20825",MLSCLSNBACA,MLS CLEAN SNAX BANANA & CACAO  12/6.5 OZ,N
="20826",MLSCLSNHOLCR,MLS CLEAN SNAX CINNAMON SPICE  12/6.5 OZ,N
="20827",MLSCLNPEABUT,MLS CLEAN SNAX PEANUT BUTTER     12/5 OZ,N
="20832",MLSBUDDHAHAN,MLS BUDDHA HANDS                   12 LB,N
="20833",MLSRAMBUTANS,MLS RAMBUTAN                      6/8 OZ,N
="20834",MLSPASSIONFR,PASSION FRUIT                   28-32 CT,Y
="20835",MLSSTRBRYPAP,MLS STRAWBERRY PAPAYA               9 CT,N
="20965",CARSHR4/5,SHREDDED CARROT                   4/5 LB,Y
="20975",CARMATSTI5LB,MATCHSTIX CARROTS SPLIT             5 LB,Y
="20976",CARMATSTIX,CARROT MATCHSTICK                 4/5 LB,Y
="20977",CARBU3EA24CT,GREEN TOP CARROTS                   3 CT,Y
="20978",CARBUNCH24CT,GREEN TOP CARROTS                  24 CT,Y
="20980",CARGNGNTCEL1,CELLO CARROTS GREEN GIANT        48/1 LB,N
="20981",CARGNGNTCEL2,CELLO CARROTS GREEN GIANT        24/2 LB,N
="20982",CARGNGNTCEL5,CELLO CARROTS GREEN GIANT        10/5 LB,N
="20993",CARGRGIA30/1,PEELED CARROTS GREEN GIANT       30/1 LB,N
="20994",CARGRGIA15/2,PEELED CARROTS GREEN GIANT       15/2 LB,N
="20996",CARCELL3EA1#,CELLO CARROTS                     3/1 LB,N
="20997",CARGRMPL30,PEELED CARROTS GRIMMWAY          30/1 LB,N
="20998",CARGRIM2#PLD,GRIMMWAY PEELED CARROTS          20/2 LB,N
="20999",CARCELL6EA1#,CELLO CARROTS                     6/1 LB,Y
="21000",CARCEL48/1#,CELLO CARROTS BOLTHOUSE          48/1 LB,Y
="21001",CARCELFBX,FBX CELLO CARROTS                48/1 LB,N
="21004",CARCEL12/2#,CARROTS CELLO BOLTHOUSE          12/2 LB,Y
="21005",CARCEL24/2#,CELLO CARROTS BOLTHOUSE          24/2 LB,Y
="21006",CARCEL10/5#,CELLO CARROTS BOLTHOUSE          10/5 LB,Y
="21007",CARBHORGJUIC,LOCAL CELLO CARROT               48/1 LB,N
="21008",CARLCMNCELLO,LOCAL CELLO CARROT               24/2 LB,N
="21009",CARLOC5,LOCAL CELLO CARROT               10/5 LB,N
="21011",CARMISCDONAT,LOCAL BABY CARROT                30/1 LB,N
="21012",CARLOCBAB2,LOCAL CARROT BABY                15/2 LB,N
="21013",CARLOCBPET,LOCAL CARROT BABY PETITE        12/12 OZ,N
="21014",CARLOCMINN,LOCAL CARROT MINNIES             12/1 LB,N
="21015",CARCELGM481,CARROTS CELLO GRIMMWAY           48/1 LB,N
="21016",CARCELGM242,CARROTS CELLO GRIMMWAY           24/2 LB,N
="21017",CARCELGM105,CARROTS CELLO GRIMMWAY           10/5 LB,N
="21018",CARMINPEE001,FBX CARROTS MINI PEELED          30/1 LB,N
="21023",LETDRLF001,CHR MAV GREEN LEAF READY         4/2 LBS,N
="21104",CARPEEL20/5,PEELED CARROTS BH W/UPC        20/5/3 OZ,Y
="21105",CARPEEL40/1#,PEELED CARROTS BOLTHOUSE        40/12 OZ,Y
="21106",CARPEEL100/3,PEELED CARROTS BH W/UPC         100/3 OZ,Y
="21107",CARBHPLD15/1,PEELED CARROTS BOLTHOUSE         15/1 LB,Y
="21108",CARBHPLD30/1,PEELED CARROTS BOLTHOUSE         30/1 LB,Y
="21109",CARBYPLD1LB,CARROT MINI PEELED 1 LB (UNIT)      1 LB,Y
="21111",CARBH12-1,PEELED CARROTS BH                12/1 LB,Y
="21117",CARBHCARSTIC,STICKS CARROTS BOLTHOUSE        12/12 OZ,Y
="21118",CARBHPLD15/2,PEELED CARROTS BOLTHOUSE         15/2 LB,Y
="21121",CARPEEL12/2#,BABY PEELED CARROTS                 5 LB,N
="21122",CARBABPLTP5,CARROT GREEN TOP BABY PEEL          5 LB,Y
="21123",CARBABRAINBO,RAINBOW GRN TOP PEEL CARROTS        5 LB,N
="21124",CARRNBOW24CT,CARROT RAINBOW GREEN TOP           24 CT,Y
="21129",CARPELSLM1/5,SLIMS BABY CARROTS                  5 LB,N
="21132",CARTEENIE200,CARROTEENIES                  200/1.6 OZ,N
="21136",CARBHPLD10/3,LOCAL CELLO CARROTS              10/5 LB,N
="21140",CARPEEL8/5#,CARROTS PEELED CHUNKS              25 LB,Y
="21142",CARPLD6/5,PEELED CARROTS BOLTHOUSE          6/5 LB,N
="21143",CARCOINS5#,CARROT CHIP 4/5#                  4/5 LB,Y
="21144",CARPEELSLM5#,CARROT BABY SLIM                  4/5 LB,Y
="21145",CARSLM45SCHL,TRI COLOR CARROT                   25 LB,N
="21146",CARPEELSLM2,CARROT BABY SLIM                  2/5 LB,Y
="21147",CARTCOL24BA,CARROT TRI-COLOR BABY 24CT         24 CT,N
="21148",CARPEEL5MEX,CARROT PEELED W/TOPS MEXICO 5#      5 LB,N
="21149",CARCOL5PL,CARROT TRI-COLOR PLD W/TOPS 5#      5 LB,N
="21150",CARDILLSHABH,CARROT DILL SHAKER BH          8/12.5 OZ,Y
="21151",CARCARRENSHA,CARROT RANCH SHAKER BH         8/12.5 OZ,Y
="21152",CARCHISHABH,CARROT CHILI LIME SHAKER BH    8/12.5 OZ,Y
="21196",CARBLKSLIM25,CARROT BULK BABY SLIM PEELED       25 LB,N
="21197",SPF2SCARROT,SPF2S CARROTS JUMBO BULK           25 LB,N
